0	1	608	384	32	32
1	1	640	384	32	32
2	1	704	352	32	32
3	1	704	320	32	32
4	1	768	384	32	32
5	1	800	384	32	32
6	1	1184	384	32	32
7	1	1216	384	32	32
8	1	1248	384	32	32
9	1	1280	384	32	32
10	1	1312	384	32	32
11	1	1344	384	32	32
12	1	1376	384	32	32
13	2	864	128	32	32
14	2	2400	256	32	32
15	2	2432	256	32	32
16	2	3168	256	32	32
17	2	2976	256	32	32
18	2	4960	256	32	32
19	2	4992	256	32	32
20	3	608	352	32	32
21	3	800	352	32	32
22	3	1184	96	32	32
23	3	1376	96	32	32
24	7	512	64	32	32
25	7	480	64	32	32
26	7	480	96	32	32
27	7	480	128	32	32
28	7	480	192	32	32
29	7	480	224	32	32
30	7	480	256	32	32
31	7	480	320	32	32
32	7	480	352	32	32
33	7	480	384	32	32
34	7	512	416	32	32
35	7	672	416	32	32
36	7	928	416	32	32
37	7	1024	416	32	32
38	7	640	0	32	32
39	7	832	128	32	32
40	7	896	128	32	32
41	7	928	128	32	32
42	7	832	224	32	32
43	7	864	288	32	32
44	7	896	352	32	32
45	7	928	352	32	32
46	7	992	352	32	32
47	7	992	256	32	32
48	7	960	192	32	32
49	7	704	32	32	32
50	7	736	32	32	32
51	7	768	32	32	32
52	7	800	32	32	32
53	7	896	32	32	32
54	7	928	32	32	32
55	7	992	32	32	32
56	7	1024	64	32	32
57	7	1152	0	32	32
58	7	1152	416	32	32
59	7	1184	288	32	32
60	7	1216	288	32	32
61	7	1216	192	32	32
62	7	1216	32	32	32
63	7	1248	32	32	32
64	7	1280	64	32	32
65	7	1056	416	32	32
66	7	1440	416	32	32
67	7	1536	416	32	32
68	7	1408	0	32	32
69	7	1472	32	32	32
70	7	1504	32	32	32
71	7	1536	64	32	32
72	7	1664	0	32	32
73	7	1696	416	32	32
74	7	1792	416	32	32
75	7	1728	32	32	32
76	7	1760	32	32	32
77	7	1792	64	32	32
78	7	1920	0	32	32
79	7	1952	416	32	32
80	7	2048	416	32	32
81	7	1984	32	32	32
82	7	2016	32	32	32
83	7	2048	64	32	32
84	7	2176	0	32	32
85	7	2240	32	32	32
86	7	2272	32	32	32
87	7	2304	32	32	32
88	7	2400	32	32	32
89	7	2432	32	32	32
90	7	2208	416	32	32
91	7	2304	416	32	32
92	7	2464	416	32	32
93	7	2464	256	32	32
94	7	2496	128	32	32
95	7	2528	128	32	32
96	7	2560	128	32	32
97	7	2592	128	32	32
98	7	2720	0	32	32
99	7	2784	32	32	32
100	7	2816	32	32	32
101	7	2848	64	32	32
102	7	2976	0	32	32
103	7	2944	256	32	32
104	7	3008	256	32	32
105	7	3008	128	32	32
106	7	3040	128	32	32
107	7	3072	128	32	32
108	7	3104	128	32	32
109	7	3136	256	32	32
110	7	3200	256	32	32
111	7	3136	64	32	32
112	7	3104	288	32	32
113	7	3104	384	32	32
114	7	3232	416	32	32
115	7	3328	416	32	32
116	7	3488	416	32	32
117	7	3264	0	32	32
118	7	3328	32	32	32
119	7	3360	32	32	32
120	7	3392	64	32	32
121	7	3520	0	32	32
122	7	3584	416	32	32
123	7	3584	64	32	32
124	7	3584	32	32	32
125	7	3712	0	32	32
126	7	3744	416	32	32
127	7	3840	416	32	32
128	7	3776	32	32	32
129	7	3808	32	32	32
130	7	3840	64	32	32
131	7	3968	0	32	32
132	7	4000	416	32	32
133	7	4032	32	32	32
134	7	4064	32	32	32
135	7	4096	32	32	32
136	7	4128	32	32	32
137	7	4160	32	32	32
138	7	4352	416	32	32
139	7	4512	416	32	32
140	7	4608	416	32	32
141	7	4480	64	32	32
142	7	4608	64	32	32
143	7	4736	0	32	32
144	7	4800	32	32	32
145	7	4832	32	32	32
146	7	4864	32	32	32
147	7	4960	32	32	32
148	7	4992	32	32	32
149	7	4768	416	32	32
150	7	4864	416	32	32
151	7	5024	416	32	32
152	7	4928	256	32	32
153	7	5024	256	32	32
154	7	5056	384	32	32
155	7	5056	320	32	32
156	7	5056	128	32	32
157	7	5056	64	32	32
158	8	544	32	32	32
159	8	608	32	32	32
160	8	672	0	32	32
161	8	1056	32	32	32
162	8	1120	32	32	32
163	8	1184	0	32	32
164	8	1312	32	32	32
165	8	1376	32	32	32
166	8	1440	0	32	32
167	8	1568	32	32	32
168	8	1632	32	32	32
169	8	1696	0	32	32
170	8	1824	32	32	32
171	8	1888	32	32	32
172	8	1952	0	32	32
173	8	2080	32	32	32
174	8	2144	32	32	32
175	8	2208	0	32	32
176	8	2624	32	32	32
177	8	2688	32	32	32
178	8	2752	0	32	32
179	8	2880	32	32	32
180	8	2944	32	32	32
181	8	3168	32	32	32
182	8	3232	32	32	32
183	8	3296	0	32	32
184	8	3424	32	32	32
185	8	3488	32	32	32
186	8	3552	0	32	32
187	8	3616	32	32	32
188	8	3680	32	32	32
189	8	3744	0	32	32
190	8	3872	32	32	32
191	8	3936	32	32	32
192	8	4000	0	32	32
193	8	4512	32	32	32
194	8	4576	32	32	32
195	8	4640	32	32	32
196	8	4704	32	32	32
197	8	4768	0	32	32
198	10	544	416	32	32
199	10	576	416	32	32
200	10	736	416	32	32
201	10	832	416	32	32
202	10	864	416	32	32
203	10	896	416	32	32
204	10	960	416	32	32
205	10	992	416	32	32
206	10	1088	416	32	32
207	10	1120	416	32	32
208	10	1408	416	32	32
209	10	1472	416	32	32
210	10	1504	416	32	32
211	10	1568	416	32	32
212	10	1600	416	32	32
213	10	1632	416	32	32
214	10	1664	416	32	32
215	10	1728	416	32	32
216	10	1760	416	32	32
217	10	1824	416	32	32
218	10	1856	416	32	32
219	10	1888	416	32	32
220	10	1920	416	32	32
221	10	1984	416	32	32
222	10	2016	416	32	32
223	10	2080	416	32	32
224	10	2112	416	32	32
225	10	2144	416	32	32
226	10	2176	416	32	32
227	10	2240	416	32	32
228	10	2272	416	32	32
229	10	2336	416	32	32
230	10	2368	416	32	32
231	10	2400	416	32	32
232	10	2432	416	32	32
233	7	2496	320	32	32
234	7	2496	384	32	32
235	7	2944	352	32	32
236	7	2944	288	32	32
237	7	3008	416	32	32
238	7	2592	384	32	32
239	7	2688	192	32	32
240	7	2912	192	32	32
241	10	3136	416	32	32
242	10	3168	416	32	32
243	10	3200	416	32	32
244	10	3264	416	32	32
245	10	3296	416	32	32
246	10	3360	416	32	32
247	10	3392	416	32	32
248	10	3424	416	32	32
249	10	3456	416	32	32
250	10	3520	416	32	32
251	10	3552	416	32	32
252	10	3616	416	32	32
253	10	3648	416	32	32
254	10	3680	416	32	32
255	10	3712	416	32	32
256	10	3776	416	32	32
257	10	3808	416	32	32
258	10	3872	416	32	32
259	10	3904	416	32	32
260	10	3936	416	32	32
261	10	3968	416	32	32
262	10	4032	416	32	32
263	10	4064	416	32	32
264	10	4384	416	32	32
265	10	4416	416	32	32
