654

529	0	3600	48	32	32
530	0	3632	48	32	32
531	0	3664	48	32	32
532	0	3696	48	32	32
533	0	3728	48	32	32
534	0	3760	48	32	32
535	0	3792	48	32	32
536	0	3824	48	32	32
537	0	3856	48	32	32
538	0	3888	48	32	32
539	0	3920	48	32	32
540	0	3952	48	32	32
541	0	3984	48	32	32
542	0	4016	48	32	32
543	0	4048	48	32	32
544	0	4080	48	32	32
570	2	3824	80	32	32
527	0	4048	80	32	32
528	0	4080	80	32	32
574	20	3608	112	22	96
569	2	3856	112	32	32
525	0	4048	112	32	32
526	0	4080	112	32	32
568	2	3888	144	32	32
523	0	4048	144	32	32
524	0	4080	144	32	32
576	17	3744	160	16	32
573	17	3998	165	16	32
516	0	3600	176	32	32
517	0	3632	176	32	32
549	4	3920	176	32	32
518	0	3952	176	32	32
519	0	3984	176	32	32
520	0	4016	176	32	32
521	0	4048	176	32	32
522	0	4080	176	32	32
512	0	3600	208	32	32
513	0	3632	208	32	32
514	0	4048	208	32	32
515	0	4080	208	32	32
500	0	3600	240	32	32
501	0	3632	240	32	32
502	0	3664	240	32	32
503	0	3696	240	32	32
504	0	3728	240	32	32
505	0	3760	240	32	32
506	0	3792	240	32	32
507	0	3824	240	32	32
508	0	3856	240	32	32
509	0	3888	240	32	32
510	0	4048	240	32	32
511	0	4080	240	32	32
496	0	3600	272	32	32
497	0	3632	272	32	32
567	2	3760	272	32	32
498	0	4048	272	32	32
499	0	4080	272	32	32
575	11	3856	288	32	64
493	0	3600	304	32	32
554	2	3792	304	32	32
494	0	4048	304	32	32
495	0	4080	304	32	32
490	0	3600	336	32	32
566	2	3824	336	32	32
491	0	4048	336	32	32
492	0	4080	336	32	32
578	10	3677	349	32	32
577	17	3865	353	16	32
487	0	3600	368	32	32
565	2	3856	368	32	32
488	0	4048	368	32	32
489	0	4080	368	32	32
475	0	1552	432	32	32
476	0	1584	432	32	32
477	0	3024	432	32	32
478	0	3056	432	32	32
479	0	3088	432	32	32
480	0	3344	432	32	32
481	0	3376	432	32	32
482	0	3536	432	32	32
483	0	3568	432	32	32
484	0	3600	432	32	32
564	2	3856	432	32	32
485	0	4048	432	32	32
486	0	4080	432	32	32
463	0	1552	464	32	32
464	0	1584	464	32	32
